,id,question,answers
8459,train_q9538,Name a writer who everyone studied in high school. ,"{'shakespeare': 51, 'mark twain': 12, 'edgar allen poe': 11, 'charles dickens': 7, 'ernest hemingway': 3, 'j.d. salinger': 3}"
8460,train_q9539,Name a cartoon character who gets yelled at often. ,"{'bugs bunny': 31, 'bart simpson': 16, 'daffy duck': 15, 'sylvester': 14, 'alvin': 13, 'charlie brown': 4}"
8461,train_q9540,Name Something People Apply For. ,"{'job': 59, 'credit card': 23, 'loan': 7, ""driver's license"": 5, 'welfare': 2, 'passport': 2, 'scholarship': 2}"
8462,train_q9541,Name something you might see a firefighter carry. ,"{'a hose': 61, 'an axe': 29, 'a ladder': 4, 'a victim': 2, 'an oxygen tank': 2}"
8463,train_q9542,Name the most effective one-word command. ,"{'stop': 41, 'no': 31, 'sit': 8, 'now': 4, 'come': 3}"
8464,train_q9544,Name a reason you'd congratulate someone. ,"{'married engaged': 27, 'job promotion': 25, 'birth of baby': 21, 'graduation': 12, 'won something': 5, 'birthday': 5}"
8465,train_q9545,Name someone who died for a cause. ,"{'marin l. king, jr.': 63, 'jesus christ': 12, 'mahatma gandhi': 7, 'joan of arc': 5}"
8466,train_q9546,Name something you might find on the menu at a barbecue restaurant. ,"{'ribs': 58, 'chicken': 18, 'pork': 8, 'baked beans': 6, 'french fries': 3, 'steak': 2}"
8467,train_q9547,Name something you might replace after a divorce. ,"{'house': 31, 'spouse': 30, 'bed': 22, 'car': 11, 'furniture': 6}"
8468,train_q9548,Name an animal that climbs a tree. ,"{'monkeys': 46, 'cats': 26, 'squirrels': 18, 'bears': 7}"
8469,train_q9549,Name an animal magicians use in their act. ,"{'rabbit': 50, 'bird': 30, 'tiger': 16, 'seal': 2}"
8470,train_q9550,Name something that changes from green to yellow. ,"{'traffic lights': 45, 'bananas': 24, 'leaves': 23, 'flowers': 8}"
8471,train_q9551,Name a way a rock band might travel to a gig. ,"{'tour bus': 69, 'train': 7, 'van': 7, 'car': 5, 'limousine': 5, 'airplane': 4}"
8472,train_q9552,Name a vegetable kids hate to eat. ,"{'broccoli': 48, 'brussel sprouts': 15, 'pea': 12, 'spinach': 11, 'carrot': 7, 'green beans': 7}"
8473,train_q9554,"Name a U.S. President whose name ends in ""son"". ","{'thomas jefferson': 31, 'andrew jackson': 30, 'lyndon b. johnson': 19, 'woodrow wilson': 9, 'james madison': 5, 'w. henry harrison': 5}"
8474,train_q9555,Name something you may forget to turn off. ,"{'lights': 37, 'oven': 25, 'iron': 21, 'television': 11, 'heater': 6}"
8475,train_q9556,Name a musical instrument you'd never find in an orchestra. ,"{'guitar': 25, 'harmonica': 17, 'banjo': 13, 'drums': 9, 'kazoo': 7, 'accordion': 6}"
8476,train_q9557,Name something a kid might have to do before he’s allowed to watch TV. ,"{'homework': 79, 'chores': 15, 'eat dinner': 5}"
8477,train_q9558,Name something a movie director might yell on set. ,"{'cut': 55, 'action': 36, 'quiet': 4, 'five': 3, 'take five': 3}"
8478,train_q9559,Name a food that goes off quickly. ,"{'milk': 37, 'fish': 13, 'chicken': 10, 'meat': 9, 'cheese': 8, 'bread': 7, 'banana': 5, 'cream': 5}"
8479,train_q9560,Name something about a person that you might say is “smooth.” ,"{'skin': 46, 'voice': 20, 'hair': 20, 'walk': 4}"
8480,train_q9561,Name a household chore you do standing up. ,"{'wash dishes': 40, 'vacuuming': 28, 'sweeping': 14, 'mopping': 7, 'ironing': 6, 'cooking': 5}"
8481,train_q9562,Name a complaint many women have about their husband's job. ,"{'hours not home': 77, 'not enough money': 18, 'dirty greasy': 2, 'other females': 2}"
8482,train_q9564,Name something at which many people fail the first time they try it. ,"{'driving test': 67, 'riding a bike': 6, 'dieting': 6, 'cooking': 4, 'sports': 3}"
8483,train_q9565,Name something people fall into. ,"{'hole': 46, 'love': 20, 'well': 7, 'pool': 7, 'bed': 4, 'ditch': 3}"
8484,train_q9566,Name something that almost everyone is born with a natural fear of: ,"{'darkness': 24, 'falling': 14, 'snakes': 11, 'heights': 10, 'death': 9, 'fire': 8, 'water': 6, 'loud noise': 5, 'bugs': 5, 'pain': 2}"
8485,train_q9567,Name a job that involved secrecy. ,"{'fbi agent': 31, 'cia': 28, 'lawyer': 20, 'doctor': 11, 'us president': 9}"
8486,train_q9568,Name something that you sometimes don't bother to take off when you go to bed. ,"{'clothes shoes': 72, 'jewelry': 13, 'makeup': 11, 'dentures': 2}"
8487,train_q9569,"Name a person you don't necessarily like, but are obligated to get along with. ","{'in-law': 33, 'boss': 21, 'co-worker': 10, 'sibling': 8, 'neighbor': 7}"
8488,train_q9570,Name something you do to pass time at work. ,"{'read': 28, 'working': 22, 'talk': 19, 'internet': 15, 'listen to music': 9, 'text messages': 7}"
8489,train_q9571,Name something Barbie and Britney have in common. ,"{'blonde': 45, 'dolls': 10, 'look plastic': 8, 'rich': 6, ""can't sing"": 5}"
8490,train_q9572,Name something that's hidden that kids try to find: ,"{'presents': 50, 'easter eggs': 32, 'candy': 10, 'cookies': 2, 'money': 2}"
8491,train_q9574,Name something you can't do on an airplane. ,"{'smoke': 49, 'talk on the phone': 38, 'run': 7, 'dance': 6}"
8492,train_q9575,Name something there's a shortage of in hospitals. ,"{'nurses': 55, 'doctors': 14, 'beds': 12, 'blood': 4, 'medicine': 3, 'good food': 3, 'food': 3}"
8493,train_q9576,Name a place where you can hide something. ,"{'under the bed': 41, 'closets': 36, 'drawer': 15, 'safe': 8}"
8494,train_q9577,Name a way people like to have their steak. ,"{'well done': 35, 'medium rare': 29, 'rare': 25, 'bbq': 6}"
8495,train_q9578,Name something an obnoxious driver does. ,"{'cuts you off': 27, 'obscene gesture': 26, 'honks the horn': 15, 'yells hollers': 7, 'weaves in and out': 7, 'tail gates': 6, 'speeds': 5}"
8496,train_q9579,Name someone famous for helping the poor. ,"{'mother teresa': 35, 'oprah winfrey': 24, 'jimmy carter': 6, 'princess diana': 5, 'bill gates': 4, 'angelina jolie': 4}"
8497,train_q9580,Name something the wealthy have. ,"{'money': 54, 'mansion': 23, 'nice car': 8, 'yacht': 5}"
8498,train_q9581,Name A Fruit You Can Buy In The Frozen Food Section ,"{'strawberries': 65, 'blueberries': 9}"
8499,train_q9582,Name something people like to lie beside. ,"{'significant other': 68, 'pet': 9, 'stuffed animal': 6, 'radio': 4, 'fireplace': 3}"
8500,train_q9584,Name a body part a pirate might be missing. ,"{'leg': 46, 'eye': 27, 'hand': 22, 'arm': 5}"
8501,train_q9585,Name something passengers on an airplane are told before take off. ,"{'buckle seat belt': 52, 'emergency exit': 24, 'turn off phone': 19, 'no smoking': 5}"
8502,train_q9586,Name something you hate to be 'out of order'. ,"{'bathroom': 44, 'atm': 24, 'elevator': 11, 'vending machine': 11, 'house': 5, 'files': 5}"
8503,train_q9587,Name a time-honored tradition that fans observe at baseball games. ,"{'national anth': 66, 'national anthem': 66, 'seventh inning stretch': 24, 'eating hot dogs': 5, 'cheering': 2}"
8504,train_q9588,Name something pirates may do when they are bored. ,"{'drink': 36, 'sing': 21, 'sleep': 17, 'fight': 14, 'play cards': 12}"
8505,train_q9589,Name a way you can tell if someone is lying. ,"{'eyes': 78, 'stuttering': 4, 'sweating': 2, 'halting': 4, 'chattering': 4, 'hesitating': 4}"
8506,train_q9590,Name something on an elephant that's huge. ,"{'trunk': 38, 'ears': 30, 'tusks': 13, 'body': 5, 'head': 4}"
8507,train_q9591,Name a breed of dog a man would be embarrassed to admit he's afraid of. ,"{'poodle': 38, 'chihuahua': 30, 'shihtzu': 5, 'pitbull': 4, 'yorkshire ter': 3, 'pekingese': 3}"
8508,train_q9592,Name a expense that’s much bigger if you have kids. ,"{'grocery bill': 58, 'clothes': 18, 'travel': 3}"
8509,train_q9594,Name a situation where you would use a map. ,"{'traveling': 30, 'lost': 27, 'driving': 24, 'vacation': 14, 'asking direction': 5}"
8510,train_q9595,Name something people fall from. ,"{'ladder': 35, 'steps stairs': 19, 'tree': 18, 'grace': 9}"
8511,train_q9596,Name something you beat. ,"{'eggs': 42, 'drums': 40, 'rugs': 12, 'games': 6}"
8512,train_q9597,Name something you would not want to happen while stuck in traffic. ,"{'need the bathroom': 45, 'run out of gas': 21, 'break down': 18, 'car accident': 11, 'flat tire': 5}"
8513,train_q9598,"Name something that begins with ""March of _____"". ","{'dimes': 83, 'the penguins': 4, 'time': 2, 'wooden soldiers': 2, 'the ants': 2}"
8514,train_q9599,Now that phone booths are a thing of the past what might Clark Kent go into to become Superman? ,"{'bathroom': 52, 'dressing room store': 26, 'his car': 9, 'subway': 5, 'elevator': 4, 'restaurant': 3}"
8515,train_q9600,Name an occupation whose workers might be offered a bribe. ,"{'police officer': 37, 'politician': 29, 'city inspector': 8, 'lawyer': 8, 'contractor': 3, 'athlete': 3}"
8516,train_q9601,Name Something You Might Find In An Igloo. ,"{'eskimos': 52, 'ice': 29}"
8517,train_q9602,Name something you open other than a door. ,"{'cans': 45, 'envelopes': 20, 'presents': 18, 'refrigerators': 10, 'eyes': 7}"
8518,train_q9604,Name something that you might find on your car windshield. ,"{'parking ticket': 28, 'flyers ads': 22, 'bird droppings': 16, 'windsheild wipers': 15, 'stickers decals': 8, 'insects': 4}"
8519,train_q9605,Name a title of royalty that is also a name for a dog. ,"{'prince': 34, 'duke': 23, 'king': 17, 'princess': 12, 'queen': 6, 'duchess': 5}"
8520,train_q9606,Name something funny someone could do to the family photo. ,"{'stick tongue out': 33, 'make funny face': 40, 'bunny ears': 15, 'flip the bird': 4, 'photobomb': 4, 'costume': 4}"
8521,train_q9607,Name something new mothers spend most of their time doing. ,"{'changing diapers': 35, 'feed nursing baby': 28, 'hold rocking baby': 20, 'doing laundry': 5, 'babysitting': 5}"
8522,train_q9608,Name a reason you might not answer the door when you're home. ,"{'using the bathroom': 41, 'sales person': 20, ""jehovah's witness"": 18, 'sleeping': 14, 'bill collector': 7}"
8523,train_q9609,Name your favorite Beatles song. ,"{'hey jude': 34, 'yellow submarine': 27, 'let it be': 17, 'yesterday': 12, 'i want to hold you': 10}"
8524,train_q9610,Name something a woman might get more of just because she's incredibly good looking. ,"{'attention': 32, 'men': 28, 'money': 12, 'gifts': 8, 'compliments': 8, 'love': 3}"
8525,train_q9611,Name something you’d re-evaluate about your life after winning the lottery. ,"{'career': 52, 'friends': 22, 'house': 17, 'car': 5}"
8526,train_q9612,Name something a reporter wouldn't want to happen while on air live. ,"{'pass gas': 24, 'fall': 17, 'bad weather': 15, 'sneeze': 13, 'say a swear': 9, 'say wrong word': 8, 'tech difficulties': 5}"
8527,train_q9614,Name something two dogs might fight over. ,"{'bone': 65, 'food': 23, 'dog': 4, 'ball': 3, 'treat': 2}"
8528,train_q9615,Name A Good Gift For Someone Who Takes A Lot Of Photographs. ,"{'film': 44, 'camera': 26, 'album': 21}"
8529,train_q9616,Name something to which a lot of kids seem almost addicted. ,"{'computer games': 41, 'candy junk food': 29, 'television': 20, 'music': 5}"
8530,train_q9617,Name something that there never seems to be enough of at your house: ,"{'money': 45, 'food': 26, 'soft drinks': 4, 'time': 4, 'toilet paper': 4}"
8531,train_q9618,Name something you can do to mess up when you take someone's picture. ,"{'finger in shutter': 31, 'move': 15, 'forget to take': 7, 'cut heads off': 7, 'no film in camera': 7, 'out of focus': 6}"
8532,train_q9619,Name a fruit you could still eat if you didn't have any teeth. ,"{'banana': 65, 'grape': 11, 'peach': 6, 'kiwi': 5, 'watermelon': 4, 'cherry': 2}"
8533,train_q9620,Name an animal you might see if you visited the rain forest. ,"{'monkey': 38, 'snake': 29, 'parrot': 20, 'frog': 7, 'crocodile': 6}"
8534,train_q9621,Name an occupation in which you’d have to get used to kids being afraid of you. ,"{'clown': 41, 'teacher': 30, 'doctor': 19, 'police': 6, 'principal': 4}"
8535,train_q9622,Name something specific about a woman that gives her her own style. ,"{'her hairstyle': 37, 'her clothes': 24, 'her personality': 13, 'her walk': 11, 'her smile': 6, 'her perfume': 4}"
8536,train_q9624,Name something that a person with good luck has probably had happen to them. ,"{'won the lottery': 35, 'found money': 28, 'met true love': 22, 'got a great job': 8}"
8537,train_q9625,Name something you do not like to do in front of your spouse. ,"{'use bathroom': 43, 'fart': 33, 'flirt': 16, 'burp': 8}"
8538,train_q9626,Name something that makes a sound when you open it. ,"{'soft drink': 48, 'car door': 15, 'house door': 10, 'canned food': 9, 'refrigerator door': 5, 'jack in the box': 4, 'champagne': 3, 'music box': 2}"
8539,train_q9627,Name something a stay-at-home parent might miss about working a regular job. ,"{'paycheck': 57, 'friends coworkers': 22, 'dressing up': 12, 'out of the house': 6}"
8540,train_q9628,Name something you need to play a game of ping-pong ,"{'racket': 50, 'ball': 32}"
8541,train_q9629,Name something a construction worker often uses. ,"{'a hammer': 42, 'hard hat': 28, 'bull dozer': 14, 'crane': 9, 'drill': 7}"
8542,train_q9630,Name something that people hide. ,"{'money': 70, 'age': 6, 'feelings': 4, 'past': 4, 'pregnancy': 2, 'jewelry': 2}"
8543,train_q9631,Name a job that requires using the telephone a lot: ,"{'sales': 41, 'operator': 31, 'receptionist': 11, 'secretary': 7, 'phone polling': 2}"
8544,train_q9632,Name something people do with their fingernails. ,"{'bite': 35, 'paint': 24, 'clip': 19, 'polish': 14, 'file': 8}"
8545,train_q9634,"Name something people buy where ""bigger is better"". ","{'vehicles': 19, 'food': 18, 'clothes': 17, 'television': 15, 'homes': 11, 'toilet paper': 5}"
8546,train_q9635,Name a Christmas song you know most of the words to. ,"{'jingle bells': 46, 'silent night': 22, 'white christmas': 12, 'santa coming town': 4, 'red nose reindeer': 4}"
8547,train_q9636,Name someone you would be embarrassed to curse in front of. ,"{'priest': 42, 'parents': 28, 'grandmother': 19, 'teacher': 6, 'a crush': 5}"
8548,train_q9637,Name a time that might be proudest moment in a person's life. ,"{'giving birth': 38, 'graduation': 37, 'marriage': 15, 'new job': 2, 'buying a house': 2}"
8549,train_q9638,Name something people say is on the house. ,"{'drink': 88, 'dessert meal': 3, 'address': 2, 'chimney': 2, 'roof': 2}"
8550,train_q9639,Name something you would need in order to play a game of basketball. ,"{'basketball': 54, 'hoop': 31, 'players': 6, 'court': 5, 'shoes': 3}"
8551,train_q9640,Name a US city you would not like to live in. ,"{'new york city': 41, 'detroit': 33, 'chicago': 15, 'los angeles': 11}"
8552,train_q9641,Name something you hope doesn't break down while you're inside of it. ,"{'car': 50, 'airplanes': 21, 'elevator': 20, 'roller coaster': 9}"
8553,train_q9642,Name something a woman does for beauty that a man also does. ,"{'haircut styled': 44, 'shaves': 19, 'bathes showers': 14, 'gets facial mask': 8, 'uses face cream': 5, 'manicure pedicure': 4}"
8554,train_q9644,Name a famous woman you wouldn't want to see wearing a thong. ,"{'oprah winfrey': 30, 'martha stewart': 9, 'hillary clinton': 9, 'laura bush': 9, 'roseanne': 8, 'barbara walters': 5, ""rosie o'donnell"": 4}"
8555,train_q9645,Name Something That People Hang Outside. ,"{'clothes': 44, 'plants': 12, 'flag': 8, 'lights': 8, 'wind chimes': 8, 'welcome mats': 4}"
8556,train_q9646,Name a place where kids are told to hold their parent’s hand. ,"{'crossing the street': 36, 'mall': 34, 'parking lot': 24, 'amusement park': 5}"
8557,train_q9647,Name something people often say to each other but really don't mean: ,"{'have a nice day': 24, 'how are you': 23, 'i hate you': 8, 'i love you': 8, ""i'm glad to see you"": 7, 'you look great': 6, ""i'm fine"": 5, ""i'm sorry"": 4, 'come see me': 3, ""i'll call"": 2}"
8558,train_q9648,Name a place parents should not be allowed to bring babies. ,"{'movies': 43, 'church': 12, 'restaurant': 5, 'work': 5, 'concerts': 4, 'store': 4}"
8559,train_q9649,Name a football player position. ,"{'striker': 52, 'goalie': 14, 'midfielder': 13, 'defender': 9}"
8560,train_q9650,Name something you dunk. ,"{'basketball': 61, 'cookies': 17, 'donuts': 15, 'chicken nuggets': 3, 'trash': 2, 'chips': 2}"
8561,train_q9651,Name something you would expect to find in heaven. ,"{'angels': 41, 'god': 35, 'jesus': 11, 'heavenly gates': 8, 'family': 5}"
8562,train_q9652,Name something people have autographed. ,"{'photos': 22, 'chest': 15, 'books': 15, 't-shirt': 10, 'poster': 6, 'hat': 5}"
8563,train_q9654,Name Something That Makes Music. ,"{'stereo': 45, 'piano': 44, 'music box': 7}"
8564,train_q9655,"Name something you do while driving, even though you know it's wrong. ","{'talk on phone': 46, 'eat drink': 16, 'speed': 8, 'not use seatbelt': 7, 'smoke cigarette': 4, ""don't use signals"": 4}"
8565,train_q9656,"Name a word or phrase that has the word ""sponge"" in it. ","{'spongebob...pants': 65, 'sponge cake': 11, 'sponge bath': 11, 'sponge off people': 6, 'sponge mop': 2, 'kitchen sponge': 2}"
8566,train_q9657,Name something parents teach their kids in order to keep them safe. ,"{'stranger danger': 44, 'look both ways': 26, '911': 16, 'address phone num': 10}"
8567,train_q9658,Name something you'd expect to find in Paris Hilton's purse. ,"{'money credit card': 29, 'makeup': 24, 'condoms': 14, 'cell phone': 6, 'keys': 5}"
8568,train_q9659,Name something that twins share. ,"{'clothes': 28, 'bedroom': 15, 'parents': 14, 'thoughts': 10, 'friendship': 10, 'looks': 9}"
8569,train_q9660,Name Something A Diver Might Look For Underwater ,"{'marine animals': 52, 'treasure': 22, 'shells': 10, 'missing person': 8, 'sunken ship': 5}"
8570,train_q9661,"Name something a tourist visits in Washington, D.C. ","{'washington monument': 29, 'white house': 50}"
8571,train_q9662,Name something that might come out early. ,"{'baby': 32, 'sun': 17, 'bud': 12, 'bird': 12, 'stars': 6, 'moon': 6, 'newspaper': 4}"
8572,train_q9664,Name something the oldest child gets more of than the other kids in the family. ,"{'attention': 33, 'money': 16, 'responsibilities': 13, 'clothes': 12, 'discipline': 8, 'dessert': 3}"
8573,train_q9665,Name Something You’d Buy At A Bakery For Christmas ,"{'cookies': 40, 'cake': 17, 'pie': 16}"
8574,train_q9666,Name a movie about magic. ,"{'harry potter': 53, 'hocus pocus': 13, 'cinderella': 11, 'now you see me': 6, 'practical magic': 6}"
8575,train_q9667,Name something you'd hate to discover your house was built on top of. ,"{'graveyard': 62, 'dump': 10, 'toxic waste': 5, 'swamp': 4, 'sinkhole': 3, 'volcano': 3}"
8576,train_q9668,Name a famous person who's known for giving advice. ,"{'dr. phil': 37, 'dear abby': 22, 'dr. ruth': 13, 'oprah winfrey': 11}"
8577,train_q9669,Name something that happens to your body when you get really angry. ,"{'turns red': 30, 'sweats': 19, 'shakes': 17, 'gets warm': 11, 'tenses up': 7, 'high blood pressure': 6}"
8578,train_q9670,Name something that always ends up costing more money than you expect it to. ,"{'auto machanic': 31, 'food': 19, 'home renovations': 14, 'clothes': 7, 'vacations': 6, 'medical visits': 4}"
8579,train_q9671,Name a kind of race that is hard to predict. ,"{'horse racing': 25, 'political race': 24, 'nascar': 12, 'rat race': 9, 'the human race': 8, 'dog race': 3, 'turtle race': 3}"
8580,train_q9672,Name someplace in the house where people hide their money. ,"{'under mattress': 65, 'freezer': 11, 'drawer': 8, 'vault': 3, 'coffee can': 3}"
8581,train_q9674,Name something a child outgrows. ,"{'clothes': 40, 'shoes': 27, 'toys': 17, 'being scared of the dark': 9, 'bed wetting': 6}"
8582,train_q9675,Name A Form Of Transportation Only A Rich Person Could Own. ,"{'private jet': 59, 'limo': 27, 'boat': 3}"
8583,train_q9676,Name Hollywood's hottest couple. ,"{'brad & angelina': 36, 'will & jada': 17, 'tom & katie': 12, 'nick & jessica': 6, 'ashton & demi': 5}"
8584,train_q9677,Name a breed of dog that a macho man would never buy. ,"{'poodle': 69, 'chihuahua': 13, 'pomeranian': 5, 'shihtzu': 3, 'yorkie': 3, 'pekingese': 2}"
8585,train_q9678,Name an artist whose paintings sell for millions. ,"{'vincent van gogh': 22, 'pablo picasso': 19, 'michelangelo': 16, 'monet': 14, 'rembrandt': 10, 'da vinci': 9}"
8586,train_q9679,Name an occupation in which a man would probably have to wear a tie every day. ,"{'lawyer': 54, 'banker': 27, 'ceo': 12, 'salesman': 6}"
8587,train_q9680,Name a kind of place where you sit waiting for your name to be called. ,"{""doctor's office"": 62, 'dmv': 13, 'restaurant': 5, 'hospital': 4, 'graduation': 4, 'school': 3}"
8588,train_q9681,Name something people will always remember about Farrah Fawcett. ,"{'blonde': 36, ""charlie's angles"": 25, 'pin-up poster': 19, 'looks': 13, 'actress': 3, 'brave': 3}"
8589,train_q9682,Name something you might find in a closet. ,"{'clothes': 43, 'safe': 22, 'hangers': 18, 'shelves': 17}"
8590,train_q9684,Name something you might celebrate in the summer. ,"{'fourth of july': 57, 'birthday': 27, 'wedding': 10, 'vacation': 6}"
8591,train_q9685,Name something that might unexpectedly fly open. ,"{'door': 47, 'zipper': 20, 'shirt': 6, 'car trunk': 4}"
8592,train_q9686,Name a food you can smell when it's cooking: ,"{'cabbage': 20, 'onions': 15, 'fish': 14, 'spaghetti': 9, 'bacon': 7, 'turkey': 5, 'bread': 4, 'chicken': 3, 'cookies': 3, 'popcorn': 3, 'pizza': 2, 'hamburger': 2}"
8593,train_q9687,"Name something, real or imaginary, that might frighten a little kid. ","{'ghost': 28, 'monster': 26, 'boogie man': 19, 'noises': 7, 'dark': 6, 'costume': 5}"
8594,train_q9688,Name something you bake. ,"{'cake': 49, 'cookies': 24, 'pie': 12, 'brownies': 8, 'bread': 7}"
8595,train_q9689,Name something you do when you are scared. ,"{'call 911': 42, 'hide': 25, 'turn lights on': 21, 'pee': 8, 'run away': 4}"
8596,train_q9690,Name a public place where you can cry without feeling embarrassed. ,"{'place of worship': 42, 'bathroom': 14, 'movie theater': 11, 'funeral home': 10, 'park': 7, 'hospital': 5}"
8597,train_q9691,Name something in the house that is very difficult to move: ,"{'refrigerator': 42, 'piano': 14, 'couch': 12, 'bed': 9, 'dresser': 5, 'tv': 5, 'stove': 3}"
8598,train_q9692,Name something you should get rid of when it stops working. ,"{'car': 16, 'spouse': 15, 'television': 15, 'clock': 11, 'refrigerator': 8, 'computer': 7}"
8599,train_q9694,"Name a phrase that begins with the words, ""Top of the..."" ","{'morning': 27, 'world': 19, 'hill': 18, 'line': 13, 'mountain': 10, 'class': 3}"
8600,train_q9695,On Family Feud Name Something The Host Asks Players About,"{'family': 52, 'name': 17, 'job': 17, 'age': 7, 'hometown': 4}"
8601,train_q9696,Other than cowboyname a profession you often see in cowboy movies,"{'sheriff': 41, 'bartender': 37, 'rancher': 13, 'doctor': 7}"
8602,train_q9697,"Other Than Clothing Store, Name A Type Of Business You Find In A Mall ","{'restaurant': 49, 'shoe store': 25, 'jewelry': 11, 'cell phone': 5, 'music store': 4, 'pet store': 4}"
8603,train_q9698,"On A Scale From 1-10, How Good Are You At Keeping A Secret? ","{'10': 31, '5': 28, '8': 21, '9': 18}"
8604,train_q9699,Other Than Speeding Name A Reason A Cop Might Pull You Over,"{'light out': 35, 'swerving': 34, 'failure to stop': 23, 'no seatbelt': 6}"
8605,train_q9700,Other Than Working Name Something You Could Stop Doing If You Became A Millionaire,"{'cleaning': 38, 'driving': 29, 'cooking': 19, 'worrying': 9, 'saving': 3}"
8606,train_q9701,"Other Than Sitting And Watching, Name Something People Do In Front Of The TV. ","{'eat': 58, 'sleep': 26, 'dance': 9, 'yell': 3}"
8607,train_q9702,On A Dating Website What Activity Do People Often List As A Pastime,"{'reading': 45, 'sports': 20, 'dancing': 15, 'hiking': 10, 'watching movies': 5}"
8608,train_q9704,"Other Than Work, Name Something You Often Find Yourself Talking To Co-Workers About. ","{'family': 44, 'relationships': 21, 'sports': 14, 'weather': 6, 'tv': 5, 'weekend': 4}"
8609,train_q9705,Other Than To Buy Books Why Might Someone Go To A Bookstore,"{'read': 58, 'coffee': 31, 'socialize': 5}"
8610,train_q9706,Other Than Love Name A Word Thats in Almost Every Love Song,"{'heart': 34, 'baby': 29, 'kiss': 22, 'forever': 5}"
8611,train_q9707,On An Average Night How Long Does It Take You To Fall Asleep? ,"{'1 hour': 42, '10 minutes': 16}"
8612,train_q9708,"Of all the television talk show hosts, who would you most like to have over for dinner? ","{'oprah winfrey': 34, 'jerry springer': 13, 'jenny jones': 12, 'montel williams': 8, 'jay leno': 5, 'jullian barberie': 4, 'ricki lake': 3}"
8613,train_q9709,Other than their bedroom name something a teenager has that might be messy. ,"{'car': 28, 'locker': 24, 'hair': 22}"
8614,train_q9710,"Other than a baby, name something you'd see in a crib. ","{'toy': 39, 'blanket': 20, 'rattle': 15, 'pet': 5, 'pillow': 4, 'bumber pads': 4}"
8615,train_q9711,Past or present name a famous singing duo,"{'sonnyand cher': 37, 'the judds': 24, 'the osmonds': 12, 'ike and tina turner': 7, 'the carpenters': 7, 'simon and garfunkle': 5, 'captain and tennille': 4}"
8616,train_q9712,"Past or present, name a woman famous for being well-dressed. ","{'jackie kennedy': 28, 'aubrey hepburn': 6, 'michelle obama': 6, 'princess diana': 6, 'coco chanel': 6, 'queen elizabeth': 4}"
8617,train_q9714,People eat animals. Tell me an animal that's been known to eat people. ,"{'alligator': 24, 'shark': 23, 'lion': 22, 'tiger': 16}"
8618,train_q9715,"Past or present, name a specific ride at Disneyland or Disney World. ","{'space mountain': 36, '...small world': 19, 'tea party cups': 8, 'tower of terror': 8, 'pirates of carib.': 5, 'the rocket jets': 3, 'matterhorn': 3}"
8619,train_q9716,"Past or present, name someone famous whose first name is Elizabeth. ","{'elizabeth taylor': 62, 'queen elizabeth': 31, 'elizabeth arden': 2, 'elizabeth hurley': 2}"
8620,train_q9717,Real Or Fictional Name A Famous Man With Long Hair,"{'jesus': 41, 'fabio': 15, 'samson': 11, 'howard stern': 8, 'george washington': 7, 'hercules': 7, 'albert einstein': 7}"
8621,train_q9718,"Real or not, name someone famous named Jose. ","{'jose feliciano': 25, 'jose cuervo': 23, 'jose canseco': 18, 'jose ferrer': 11, 'jose jimenez': 3, 'jose gerco': 3, 'jose iturbi': 3, 'jose gonzalez': 3}"
8622,train_q9719,Some men are placing want ads for wives. Name one of the job requirements that might be listed. ,"{'housekeeping': 23, 'pretty': 10, 'loving': 9}"
8623,train_q9720,Tell Me The Most Number Of People That Could Squeeze Into A Telephone Booth,"{'2': 15, '3': 17, '4': 11, '5': 19, '6': 10, '10': 13, '20': 11}"
8624,train_q9721,Tell Me How Much Youd Expect To Pay For A Bottle Of Wine At A Fancy Restaurant,"{'$50': 23, '$30': 19, '$25': 14, '$15': 12, '$20': 11, '$60': 8, '$100': 7}"
8625,train_q9722,Tell Me A Way That A Babysitter Knows The Parents Are Nervous About Leaving. ,"{'hesitate to leave': 28, 'calling repeatedly': 21, 'crying': 19, 'lots of questions': 12, 'leave phone numbers': 10, 'lots of instructions': 7}"
8626,train_q9724,Tell Me A Reason You’d Hate To Run Into Your Boss At The Beach. ,"{'called in sick': 47, 'skimpy suit': 28, ""you're drinking"": 14, 'ruin a good time': 9}"
8627,train_q9725,Tell Me Something A Person Might Ask Their Partner To Quit. ,"{'smoking': 60, 'drinking': 25, 'job': 7, 'talking': 5}"
8628,train_q9726,Tell Me Something You Put In An Emergency Road Kit,"{'flares': 35, 'flashlight': 33, 'first aid kit': 12, 'blanket': 6, 'car jack': 5, 'water': 5, 'jumper cables': 4}"
8629,train_q9727,Tell Me The First Big Item You Buy When Moving To A New House. ,"{'bed': 32, 'couch': 30, 'tv': 26, 'fridge': 8}"
8630,train_q9728,Tell me a good reason to attend your company holiday party. ,"{'food drinks': 36, 'presents bonus': 21, 'fun': 18, 'to network suck up': 14}"
8631,train_q9729,Tell Me The Age That Kids Probably Start Using Naughty Language With Their Friends. ,"{'10': 29, '12': 23, '8': 15, '13': 12, '11': 6, '14': 4, '9': 3}"
8632,train_q9730,Tell Me The Average Number Of Keys The Average Person Carries Around With Them (Numeric Only). ,"{'5': 29, '6': 25, '7': 15, '4': 12, '3': 7, '10': 6, '2': 3}"
